LPG,CO,Smoke,Temperature,Humidity,Fire
0.0,0.0,0.09567330621313687,35.338163085089384,44.42363415304368,0
0.0,0.0,0.11058941981407591,27.262278352577773,34.81221831684205,0
0.0,0.0,0.10487144187838665,32.955150207775795,27.01392420042997,0
0.0,0.0,0.11385045769508716,34.91583124759131,35.49224052854268,0
0.0,0.0,0.11988457798510879,35.275212806854874,26.51451033116088,0
0.0,0.0,0.11323875477890624,43.09684539961868,47.05489547384906,0
0.0,0.0,0.12344609558306058,39.57359591806965,35.369479495150344,0
0.0,0.0,0.07136196886998347,43.17379278197466,35.476298780262155,0
0.0,0.0,0.09388031716135291,39.30717354364853,45.56642118855083,0
0.0,0.0,0.08471002240887367,36.868698159251075,46.58314989766642,0
0.0,0.0,0.09763792890792071,43.62222056984579,30.819133668173862,0
0.0,0.0,0.07370660436532289,24.43004991331242,26.62316362501098,0
0.0,0.0,0.11233215743121847,41.912002794037534,36.03443731585128,0
0.0,0.0,0.10109118517328126,28.774242801638877,27.01347451938957,0
0.0,0.0,0.12346933577317447,32.233705234252334,28.759024159003452,0
0.0,0.0,0.07692235615066759,41.35881308454727,42.42033439487839,0
0.0,0.0,0.080767950587244,24.658651607548478,40.508033640420365,0
0.0,0.0,0.07600310518808412,29.31942063381288,42.64434059795581,0
0.0,0.0,0.129458152163953,40.740922440255126,29.384816018306005,0
0.0,0.0,0.10582132881268655,32.2639650943979,44.55326533019159,0
0.0,0.0,0.09761067239758284,38.981064953377896,46.86585270953712,0
0.0,0.0,0.10034797237565778,43.883969416708524,42.05881875688473,0
0.0,0.0,0.12272542774913146,36.849924723114555,44.245802598529984,0
0.0,0.0,0.08476362503464062,35.22851635143668,47.92461226349216,0
0.0,0.0,0.1124794754780788,37.4594831316799,30.258817669401537,0
0.0,0.0,0.12940403497205227,34.42949305165791,26.094627055676217,0
0.0,0.0,0.11932904634458409,26.923945146608297,42.964200268243665,0
0.0,0.0,0.1171359180831755,32.049913865557784,36.56345320407538,0
0.0,0.0,0.10521153200994698,34.40310932427018,38.41097752108091,0
0.0,0.0,0.0894389049213666,40.93896560135562,47.03395610451905,0
0.0,0.0,0.08772867283013457,32.38121722955059,39.132456538550855,0
0.0,0.0,0.1285136231865894,28.70072477747602,29.064603566205733,0
0.0,0.0,0.08076110369609636,35.57205729019461,36.70945210502993,0
0.0,0.0,0.08035970935714702,25.738379198404303,41.17994674048728,0
0.0,0.0,0.07170574806827675,41.25503789623817,42.2190286434887,0
0.0,0.0,0.09317523100769359,31.24473990397592,42.29269600550951,0
0.0,0.0,0.08249221462912168,38.62080676200005,44.37793281012293,0
0.0,0.0,0.07218618261191863,32.76383041396661,34.649364720501644,0
0.0,0.0,0.09077540160713904,41.48316883806703,46.93281953612528,0
0.0,0.0,0.08589226924337183,36.51762541646436,28.792735813143715,0
0.0,0.0,0.0756862129055495,26.324579684958454,29.485232359663446,0
0.0,0.0,0.09377903587423343,27.61116971775692,32.735606373250064,0
0.0,0.0,0.09101859912230166,40.16279300191698,32.78562865914423,0
0.0,0.0,0.09714512253023376,33.11760473767133,36.01965976801415,0
0.0,0.0,0.07107791785797268,41.85911041055479,39.586074363270775,0
0.0,0.0,0.11652257959500256,40.704278091202944,31.20422645484534,0
0.0,0.0,0.11520790737946766,30.192211573697477,31.17830289331135,0
0.0,0.0,0.09133856007364971,25.837043828230065,39.10887363509662,0
0.0,0.0,0.09460139805254916,35.944346156600865,44.26138769293136,0
0.0,0.0,0.11910945662467814,40.87639872013861,37.270736529586166,0
0.0,0.0,0.0908047257720764,35.29143725139924,46.02686520114779,0
0.0,0.0,0.12167541382441628,32.173422564218114,38.03852211849938,0
0.0,0.0,0.09272025093323476,26.970124939445025,45.93624573964997,0
0.0,0.0,0.11150063786241886,36.249267334888614,31.409374304042107,0
0.0,0.0,0.07145290386022038,31.132084167634375,47.959931404638205,0
0.0,0.0,0.0869796661512516,34.71947602397906,41.6889190373345,0
0.0,0.0,0.11255373769763892,33.169951677127045,34.49689777157769,0
0.0,0.0,0.09547714953492628,25.762321168428638,47.93319315410787,0
0.0,0.0,0.12431310884160104,33.659060247582836,31.314257372530008,0
0.0,0.0,0.11249871595890629,24.746324754900087,27.95405945574998,0
0.0,0.0,0.11436045010243458,41.584456950611276,40.858376054962434,0
0.0,0.0,0.11460933304264169,27.840264786078226,39.541178751765855,0
0.0,0.0,0.12044130855430722,28.021267117462173,47.777945267598106,0
0.0,0.0,0.12632434697659872,29.672775018532093,29.92282754747003,0
0.0,0.0,0.09064164338980364,24.396922068710744,30.212753230539445,0
0.0,0.0,0.11662530441072812,31.831617435223816,42.699846165812886,0
0.0,0.0,0.11117144461249333,25.494994632200168,32.389974885687174,0
0.0,0.0,0.1195375517956106,33.859306543853606,38.94370388998664,0
0.0,0.0,0.09735521466141028,39.22404617866088,43.64921586799907,0
0.0,0.0,0.09815663076858891,33.56686499861305,40.65746921736677,0
0.0,0.0,0.08211581135338483,24.883129161834052,30.555866153864805,0
0.0,0.0,0.07583004756123352,39.30399710101294,30.705714539355945,0
0.0,0.0,0.10704245181033159,34.03052696287223,44.10429439457817,0
0.0,0.0,0.08357151845365911,31.406457106736504,34.727644704411084,0
0.0,0.0,0.11955097527490825,32.676847542729774,45.52034593242993,0
0.0,0.0,0.10171980735190056,24.40342620128363,38.718039061156816,0
0.0,0.0,0.09518391658603252,31.69251877035243,44.94728832964483,0
0.0,0.0,0.11687612487025725,40.60470409440437,46.80593920815777,0
0.0,0.0,0.10138492370705804,37.42749874412809,30.634855809874516,0
0.0,0.0,0.0856049227010618,36.71538519096081,46.902062107878365,0
0.0,0.0,0.07195144655780895,35.965299161400615,34.97727726339096,0
0.0,0.0,0.11776322512022082,36.24880863103902,28.27442607130544,0
0.0,0.0,0.11471527095638401,39.2117185999506,28.04813120360229,0
0.0,0.0,0.07058494820430983,30.196247118203324,42.93624544905458,0
0.0,0.0,0.07517447911755416,28.628862429896316,32.58571162801132,0
0.0,0.0,0.11390687270930276,27.172428608166047,27.58574952201405,0
0.0,0.0,0.11356622037017242,39.319355625439094,26.506494474901224,0
0.0,0.0,0.08954884315886787,29.880041327793872,30.35155122046298,0
0.0,0.0,0.09301013419435576,32.82636452212049,41.61836195790258,0
0.0,0.0,0.1246176496770913,33.83725338636122,40.54473677235871,0
0.0,0.0,0.1135053002010196,35.94009099816103,30.140394854989182,0
0.0,0.0,0.10336789380548446,35.83417464682311,44.5663446212689,0
0.0,0.0,0.07318691248728137,36.932485820665356,35.970117475968536,0
0.0,0.0,0.07391588087830787,31.928930360102036,39.051139786758384,0
0.0,0.0,0.09805957094123992,36.220724158951946,45.541767487203735,0
0.0,0.0,0.07247212271456664,34.216980833875155,42.30576515193663,0
0.0,0.0,0.11962354575735284,33.5954846552474,44.26640356720662,0
0.0,0.0,0.11824749215643679,23.91854152865001,29.156656211523554,0
0.0,0.0,0.11276625411078094,38.509760601626795,31.72481664342058,0
0.0,0.0,0.09319390536120718,41.75075649821636,46.03964004167889,0
0.0,0.0,0.07355955635706515,42.0757244858033,44.86483876760379,0
0.0,0.0,0.08713751716225109,27.318400155679143,41.805797938912505,0
0.0,0.0,0.07414238870391318,39.88661353809738,42.02604454326153,0
0.0,0.0,0.12511637750486237,24.15019897390529,33.93402234343715,0
0.0,0.0,0.07313346289934404,35.2150170138826,43.24901403615104,0
0.0,0.0,0.09618669035809717,25.776420911566884,29.754103981145875,0
0.0,0.0,0.0830527979691657,36.18391206409788,26.142037137119637,0
0.0,0.0,0.1229563391270401,38.43915352558525,27.195502657380985,0
0.0,0.0,0.09815862586362162,29.173707495546658,31.886954961945083,0
0.0,0.0,0.10885357068202013,34.890065485994135,27.366096725833593,0
0.0,0.0,0.1273907991268799,37.14665985454476,31.669458335688752,0
0.0,0.0,0.10511572120888535,27.642371990583655,42.246334472663115,0
0.0,0.0,0.12164321674439815,36.30662312157115,39.42782207905257,0
